gender,age,class,country,survived
male,32,engineering crew,England,no
female,45,victualling crew,England,yes
male,28,victualling crew,England,no
male,29,engineering crew,England,no
male,41,engineering crew,England,no
male,40,victualling crew,England,no
male,22,engineering crew,England,no
male,26,engineering crew,England,no
male,22,engineering crew,England,no
male,28,engineering crew,Northern Ireland,yes
male,43,engineering crew,England,no
female,45,victualling crew,England,yes
male,24,restaurant staff,England,no
male,24,engineering crew,England,no
male,30,victualling crew,England,no
male,29,victualling crew,England,yes
male,37,victualling crew,United States,no
male,35,engineering crew,Northern Ireland,yes
male,31,deck crew,England,yes
male,22,victualling crew,England,yes
male,23,engineering crew,England,no
male,41,victualling crew,England,no
male,32,engineering crew,England,no
male,47,victualling crew,England,no
male,25,victualling crew,England,no
male,54,engineering crew,Ireland,no
male,30,engineering crew,England,no
male,39,deck crew,England,yes
male,21,victualling crew,England,no
male,21,victualling crew,England,yes
male,40,victualling crew,England,yes
male,24,engineering crew,England,no
male,19,victualling crew,England,no
male,17,victualling crew,England,no
male,29,engineering crew,England,no
male,17,victualling crew,England,no
male,39,engineering crew,England,yes
male,40,victualling crew,England,yes
male,38,engineering crew,England,no
male,54,engineering crew,England,no
male,32,victualling crew,England,yes
male,21,victualling crew,England,yes
male,34,engineering crew,Northern Ireland,no
male,23,victualling crew,England,no
male,52,victualling crew,England,no
male,43,victualling crew,England,no
male,45,victualling crew,England,no
male,24,engineering crew,England,no
male,22,engineering crew,England,yes
male,30,victualling crew,England,no
male,43,deck crew,England,yes
male,28,engineering crew,England,yes
male,40,victualling crew,England,no
male,26,victualling crew,England,no
male,33,engineering crew,England,no
male,45,engineering crew,England,no
male,37,victualling crew,England,no
male,29,deck crew,England,yes
male,36,victualling crew,England,no
male,25,engineering crew,England,no
male,43,victualling crew,England,no
male,40,victualling crew,England,no
male,36,victualling crew,England,no
male,31,engineering crew,England,no
male,25,victualling crew,England,no
male,19,victualling crew,England,no
male,29,engineering crew,England,no
male,26,engineering crew,England,no
male,46,engineering crew,England,no
male,43,victualling crew,England,no
male,29,deck crew,England,yes
male,22,victualling crew,England,no
male,28,victualling crew,England,no
male,24,victualling crew,England,no
male,29,deck crew,England,no
male,29,engineering crew,England,no
male,15,victualling crew,England,no
male,40,deck crew,England,yes
male,33,deck crew,England,yes
male,23,engineering crew,England,no
male,36,engineering crew,England,no
male,38,victualling crew,England,no
male,31,victualling crew,England,no
male,34,victualling crew,England,no
male,18,victualling crew,England,no
male,32,victualling crew,England,no
male,53,deck crew,England,yes
male,23,engineering crew,England,yes
male,27,engineering crew,England,no
male,41,engineering crew,England,no
male,23,engineering crew,England,yes
male,31,victualling crew,England,no
male,28,deck crew,England,no
male,19,victualling crew,England,yes
male,31,victualling crew,England,no
male,19,engineering crew,England,no
male,21,victualling crew,England,no
male,20,victualling crew,England,no
male,33,engineering crew,England,no
male,30,engineering crew,England,no
male,22,victualling crew,England,no
male,59,engineering crew,England,no
male,38,restaurant staff,France,no
male,27,engineering crew,Wales,no
male,35,victualling crew,England,no
male,29,restaurant staff,England,no
male,28,restaurant staff,England,no
male,55,victualling crew,England,no
male,25,victualling crew,England,no
female,24,victualling crew,England,yes
male,23,deck crew,England,yes
male,38,engineering crew,England,no
male,41,victualling crew,England,yes
male,17,victualling crew,England,no
male,37,victualling crew,England,no
male,29,victualling crew,England,no
male,32,deck crew,England,yes
male,21,victualling crew,England,no
male,24,restaurant staff,England,no
male,32,victualling crew,England,yes
male,31,engineering crew,England,yes
male,38,engineering crew,England,no
male,30,engineering crew,England,no
male,40,engineering crew,England,yes
male,44,engineering crew,England,no
male,25,engineering crew,England,no
male,30,victualling crew,England,yes
male,18,victualling crew,England,no
male,23,engineering crew,Scotland,no
male,22,engineering crew,England,yes
male,43,engineering crew,England,no
male,37,engineering crew,England,no
male,30,victualling crew,England,no
male,44,engineering crew,England,no
male,28,victualling crew,England,no
male,26,engineering crew,Scotland,no
male,36,victualling crew,England,no
male,34,victualling crew,Ireland,no
male,35,victualling crew,England,no
male,18,victualling crew,England,no
male,28,victualling crew,Ireland,no
male,20,victualling crew,England,no
male,42,deck crew,England,no
male,48,victualling crew,England,no
male,30,engineering crew,England,no
male,36,victualling crew,England,no
male,43,engineering crew,England,no
male,31,victualling crew,England,no
male,33,victualling crew,England,no
male,49,victualling crew,England,yes
male,21,victualling crew,England,no
male,43,engineering crew,England,yes
male,20,victualling crew,England,no
male,41,engineering crew,England,no
male,46,victualling crew,England,no
male,34,victualling crew,England,no
male,55,victualling crew,England,no
female,40,victualling crew,England,yes
male,36,victualling crew,England,no
male,22,victualling crew,England,no
female,50,victualling crew,England,yes
male,18,engineering crew,England,no
male,29,victualling crew,England,yes
male,41,deck crew,England,yes
male,35,victualling crew,England,no
male,25,victualling crew,United States,no
male,26,victualling crew,England,no
male,27,victualling crew,England,yes
male,24,victualling crew,England,no
male,20,engineering crew,England,no
male,47,engineering crew,England,no
male,38,deck crew,England,yes
male,30,engineering crew,England,yes
male,40,victualling crew,England,yes
male,41,victualling crew,England,no
male,29,engineering crew,England,no
male,33,victualling crew,England,no
male,31,engineering crew,England,no
male,36,engineering crew,England,no
male,20,victualling crew,England,no
male,37,victualling crew,England,no
male,29,deck crew,Wales,yes
male,25,deck crew,England,yes
male,31,victualling crew,England,yes
male,45,victualling crew,England,no
male,26,deck crew,Ireland,no
male,24,victualling crew,England,no
male,34,victualling crew,England,no
male,32,engineering crew,Scotland,no
male,36,victualling crew,England,no
male,32,engineering crew,England,yes
male,40,victualling crew,England,no
male,50,victualling crew,United States,no
male,27,engineering crew,England,no
male,27,victualling crew,Scotland,no
male,21,victualling crew,England,no
female,28,victualling crew,England,yes
male,40,engineering crew,England,no
female,20,restaurant staff,England,yes
female,39,victualling crew,Channel Islands,yes
male,25,engineering crew,England,no
male,32,engineering crew,England,yes
male,39,engineering crew,England,no
male,30,deck crew,England,no
male,29,deck crew,Wales,no
male,20,restaurant staff,England,no
male,25,restaurant staff,England,yes
male,30,deck crew,England,no
male,22,engineering crew,England,no
male,59,engineering crew,England,no
male,31,victualling crew,England,yes
male,28,engineering crew,England,no
male,53,victualling crew,England,no
male,25,engineering crew,England,yes
male,38,engineering crew,England,no
male,23,engineering crew,NA,no
male,38,victualling crew,England,no
male,47,deck crew,Ireland,yes
male,38,engineering crew,England,no
male,36,victualling crew,Scotland,no
male,37,victualling crew,England,no
male,29,engineering crew,England,yes
male,34,engineering crew,England,no
male,30,engineering crew,England,no
male,36,deck crew,Ireland,yes
male,17,victualling crew,England,no
male,38,engineering crew,England,no
male,21,engineering crew,England,yes
male,30,victualling crew,England,yes
female,40,victualling crew,England,yes
male,23,victualling crew,England,yes
male,21,victualling crew,England,no
male,36,victualling crew,England,no
male,44,victualling crew,England,no
male,26,engineering crew,Northern Ireland,no
male,32,engineering crew,England,no
male,22,engineering crew,Northern Ireland,no
male,34,victualling crew,England,no
male,27,engineering crew,Ireland,no
male,28,victualling crew,England,no
male,28,engineering crew,England,no
male,26,engineering crew,Scotland,no
male,32,engineering crew,Northern Ireland,no
male,51,victualling crew,England,yes
male,46,engineering crew,England,no
male,53,victualling crew,Lebanon,no
male,19,engineering crew,England,no
male,20,restaurant staff,Spain,no
male,23,restaurant staff,England,no
male,24,deck crew,England,no
male,39,victualling crew,England,no
male,32,deck crew,England,yes
male,29,engineering crew,England,yes
male,22,engineering crew,England,no
male,44,engineering crew,England,no
male,42,victualling crew,England,no
male,27,engineering crew,England,no
male,26,engineering crew,England,no
male,30,engineering crew,England,no
male,28,victualling crew,England,yes
male,23,engineering crew,England,no
male,36,victualling crew,England,no
male,24,engineering crew,Scotland,no
male,37,victualling crew,England,no
male,20,victualling crew,Scotland,no
male,39,deck crew,Scotland,no
male,42,restaurant staff,Italy,no
male,26,victualling crew,England,yes
male,30,engineering crew,England,no
male,33,engineering crew,England,no
male,39,victualling crew,England,no
male,48,deck crew,Australia,no
male,46,victualling crew,England,no
male,35,victualling crew,England,yes
male,30,engineering crew,Scotland,no
male,42,engineering crew,England,no
male,22,engineering crew,England,no
male,21,engineering crew,England,no
male,30,engineering crew,England,yes
male,30,engineering crew,England,yes
male,29,engineering crew,England,yes
male,44,victualling crew,England,no
male,31,engineering crew,England,no
male,27,victualling crew,England,no
male,32,engineering crew,England,yes
male,27,deck crew,Channel Islands,yes
male,63,deck crew,England,no
male,31,victualling crew,England,no
male,39,victualling crew,Scotland,no
male,32,victualling crew,England,no
male,27,deck crew,England,yes
male,36,engineering crew,England,yes
male,43,victualling crew,Wales,no
male,17,victualling crew,England,no
male,19,restaurant staff,England,no
male,32,engineering crew,England,no
male,32,engineering crew,England,no
male,29,engineering crew,England,no
male,29,victualling crew,England,no
male,45,engineering crew,England,no
male,37,victualling crew,England,no
male,27,engineering crew,England,no
male,18,victualling crew,England,no
male,45,deck crew,England,yes
male,24,victualling crew,England,no
male,28,engineering crew,England,yes
male,25,victualling crew,England,yes
male,21,restaurant staff,England,no
male,39,engineering crew,England,yes
male,34,victualling crew,England,no
male,31,victualling crew,England,no
male,49,victualling crew,England,no
male,20,restaurant staff,England,no
male,17,restaurant staff,England,no
male,22,victualling crew,England,no
male,37,deck crew,England,yes
male,20,restaurant staff,England,no
male,48,victualling crew,England,no
male,32,victualling crew,England,no
male,19,engineering crew,England,yes
male,23,engineering crew,England,no
male,26,deck crew,England,yes
male,25,victualling crew,England,no
male,30,victualling crew,Germany,yes
male,23,victualling crew,England,yes
male,27,engineering crew,England,no
male,25,victualling crew,England,no
male,35,restaurant staff,England,no
male,17,restaurant staff,England,no
male,33,restaurant staff,England,no
male,25,engineering crew,England,no
male,34,deck crew,England,yes
male,18,victualling crew,England,no
male,24,engineering crew,England,yes
male,28,restaurant staff,England,no
male,33,deck crew,Channel Islands,yes
male,33,engineering crew,England,no
male,36,victualling crew,England,no
male,34,victualling crew,England,no
male,22,victualling crew,England,yes
male,30,engineering crew,England,yes
male,23,victualling crew,England,yes
male,20,engineering crew,England,no
male,17,restaurant staff,England,no
female,36,victualling crew,England,yes
male,23,victualling crew,England,no
male,24,engineering crew,England,yes
male,21,victualling crew,England,yes
male,46,victualling crew,England,no
male,22,engineering crew,England,no
male,23,victualling crew,England,no
male,20,victualling crew,England,yes
male,31,engineering crew,England,no
male,22,engineering crew,England,yes
male,44,victualling crew,England,no
male,29,victualling crew,England,no
male,29,engineering crew,England,yes
male,50,victualling crew,England,no
male,38,victualling crew,Channel Islands,no
male,21,restaurant staff,England,no
male,32,victualling crew,England,yes
male,20,engineering crew,England,no
male,55,victualling crew,England,no
male,34,engineering crew,England,no
male,30,engineering crew,England,no
male,31,victualling crew,England,no
male,22,restaurant staff,England,no
male,32,engineering crew,England,yes
male,25,victualling crew,England,no
male,19,victualling crew,England,no
male,30,engineering crew,England,no
male,36,engineering crew,England,no
male,22,victualling crew,England,no
male,30,victualling crew,England,no
male,22,restaurant staff,England,no
male,29,victualling crew,England,no
male,19,victualling crew,England,no
male,37,victualling crew,England,no
male,40,victualling crew,Wales,no
male,35,engineering crew,England,no
female,41,victualling crew,England,yes
male,30,victualling crew,England,no
female,41,victualling crew,England,yes
male,31,victualling crew,England,no
male,27,victualling crew,Ireland,no
male,36,victualling crew,England,yes
male,23,restaurant staff,England,no
male,26,engineering crew,England,no
male,49,restaurant staff,England,no
male,31,victualling crew,England,no
male,32,deck crew,England,yes
male,24,engineering crew,England,no
male,58,victualling crew,England,yes
male,17,victualling crew,England,no
male,27,engineering crew,England,no
male,28,victualling crew,Channel Islands,no
male,33,victualling crew,Canada,yes
male,24,restaurant staff,Italy,no
male,25,restaurant staff,England,no
male,47,victualling crew,Wales,no
male,30,engineering crew,England,no
male,24,restaurant staff,England,no
male,26,victualling crew,England,no
male,22,engineering crew,England,no
male,23,engineering crew,England,no
male,23,engineering crew,England,no
male,23,victualling crew,England,yes
male,31,deck crew,England,no
male,33,deck crew,England,yes
male,42,restaurant staff,Italy,no
male,41,engineering crew,Northern Ireland,no
male,28,engineering crew,England,yes
male,20,victualling crew,England,no
male,55,victualling crew,England,no
male,25,victualling crew,England,no
male,24,engineering crew,England,yes
male,40,engineering crew,England,no
male,31,engineering crew,England,yes
male,24,restaurant staff,England,no
male,25,victualling crew,England,yes
male,42,victualling crew,England,no
male,40,victualling crew,England,no
male,32,engineering crew,England,no
male,20,engineering crew,England,yes
male,32,engineering crew,England,no
male,25,engineering crew,England,yes
male,19,engineering crew,England,no
male,29,victualling crew,England,no
male,31,victualling crew,England,yes
male,24,victualling crew,England,no
male,37,victualling crew,England,no
male,37,deck crew,Northern Ireland,no
male,23,victualling crew,England,no
male,23,engineering crew,England,no
male,41,victualling crew,England,no
male,33,victualling crew,England,no
male,36,victualling crew,England,no
female,28,victualling crew,Northern Ireland,yes
male,31,engineering crew,England,no
female,30,victualling crew,England,yes
male,40,engineering crew,England,no
male,29,victualling crew,Scotland,no
male,62,deck crew,England,no
male,22,engineering crew,England,no
female,45,victualling crew,England,yes
male,40,victualling crew,England,no
male,38,victualling crew,England,no
male,27,engineering crew,England,no
male,20,victualling crew,England,no
male,39,engineering crew,Scotland,no
male,24,victualling crew,England,no
male,33,victualling crew,England,no
male,26,deck crew,England,no
female,22,victualling crew,England,no
male,41,engineering crew,England,no
male,26,engineering crew,England,no
male,21,engineering crew,England,yes
male,36,engineering crew,England,yes
male,38,victualling crew,England,no
male,31,engineering crew,England,no
female,47,victualling crew,England,yes
male,36,victualling crew,England,no
male,28,victualling crew,Scotland,yes
male,20,engineering crew,England,no
male,33,victualling crew,England,no
male,29,victualling crew,England,no
male,25,engineering crew,England,yes
male,19,victualling crew,England,no
male,35,victualling crew,England,no
male,34,victualling crew,England,no
male,31,victualling crew,England,no
male,28,engineering crew,England,no
male,25,engineering crew,England,no
male,48,victualling crew,Northern Ireland,no
male,45,victualling crew,England,no
male,24,deck crew,England,yes
male,20,victualling crew,England,no
male,24,deck crew,England,no
male,22,victualling crew,England,no
male,40,deck crew,England,no
male,24,engineering crew,England,yes
male,42,engineering crew,England,no
male,49,engineering crew,England,no
male,19,victualling crew,England,no
male,28,engineering crew,England,yes
male,32,victualling crew,England,no
male,19,deck crew,England,no
male,27,victualling crew,England,yes
male,23,restaurant staff,England,no
male,35,victualling crew,England,no
male,17,victualling crew,England,no
male,46,victualling crew,England,yes
male,23,victualling crew,England,yes
male,30,victualling crew,England,yes
male,24,engineering crew,England,no
male,25,victualling crew,England,no
male,35,engineering crew,England,yes
male,39,victualling crew,England,no
male,25,victualling crew,England,no
male,44,engineering crew,England,yes
male,25,engineering crew,England,yes
male,27,restaurant staff,England,no
male,31,engineering crew,England,no
male,29,victualling crew,England,yes
male,28,victualling crew,England,no
male,30,victualling crew,Scotland,no
male,32,engineering crew,England,no
male,39,engineering crew,England,yes
male,37,engineering crew,Ireland,no
male,42,victualling crew,England,no
male,28,victualling crew,England,no
male,17,restaurant staff,England,no
male,20,restaurant staff,Italy,no
male,35,restaurant staff,England,no
male,38,engineering crew,Netherlands,no
male,36,engineering crew,England,no
male,38,victualling crew,England,no
male,33,engineering crew,England,no
male,34,engineering crew,England,no
male,21,restaurant staff,England,no
male,32,deck crew,Channel Islands,yes
male,19,restaurant staff,England,no
male,18,restaurant staff,England,no
male,25,restaurant staff,Italy,no
male,35,restaurant staff,England,no
male,37,victualling crew,England,no
female,36,victualling crew,England,no
male,48,victualling crew,England,no
female,32,victualling crew,Ireland,no
male,23,engineering crew,England,no
male,34,victualling crew,England,no
male,31,engineering crew,England,no
male,40,victualling crew,England,no
male,37,victualling crew,England,yes
male,40,engineering crew,England,no
male,37,victualling crew,England,no
male,26,victualling crew,England,no
male,26,engineering crew,England,no
male,15,victualling crew,England,no
male,27,engineering crew,England,no
male,25,victualling crew,England,no
male,31,engineering crew,England,no
male,50,victualling crew,England,no
male,28,engineering crew,England,no
male,52,victualling crew,United States,yes
male,21,victualling crew,England,no
male,30,deck crew,England,yes
male,30,victualling crew,England,yes
male,29,victualling crew,England,yes
male,18,victualling crew,England,yes
male,21,engineering crew,England,no
male,32,engineering crew,England,yes
male,37,victualling crew,England,no
male,27,victualling crew,England,no
male,28,engineering crew,England,no
male,32,victualling crew,Australia,no
male,23,engineering crew,England,yes
male,39,victualling crew,England,no
male,37,victualling crew,England,yes
male,39,deck crew,England,no
male,42,victualling crew,England,no
male,26,engineering crew,England,no
male,28,victualling crew,England,yes
male,35,victualling crew,Ireland,no
male,59,victualling crew,England,no
male,34,victualling crew,England,no
male,28,engineering crew,England,no
male,53,engineering crew,England,no
male,38,victualling crew,England,yes
male,36,victualling crew,England,no
male,39,engineering crew,England,no
male,31,victualling crew,England,yes
male,39,victualling crew,Austria,no
male,37,engineering crew,England,no
male,35,engineering crew,England,no
male,40,engineering crew,England,no
male,31,engineering crew,England,no
male,49,victualling crew,England,no
male,41,victualling crew,United States,no
male,45,victualling crew,England,no
male,37,engineering crew,England,no
male,19,victualling crew,England,no
male,24,victualling crew,England,no
male,40,victualling crew,England,yes
male,26,engineering crew,England,no
male,41,deck crew,England,yes
male,40,victualling crew,England,yes
male,32,engineering crew,England,no
male,20,restaurant staff,England,no
male,26,restaurant staff,England,no
